Ontology ID	 Label NCBI	Label FoodOn	NCBI parent ID	Ontology Alternative Term	Exact Synonym (FoodOn)	See Also	FDA Common Name [after changes]	FDA SFL Common Name	FDA Acceptable Market Name(s) [after changes]	FDA SFL Acceptable Market Name	NCBI Genbank Common Name [after changes]	ITIS (TSN)	FDA Alternative Term [original]	FDA Acceptable Market Name(s) [original]	NCBI Genbank Common Name [original]	FDA law	NCBI Synonym	terms source | term requested	"term editor	"
NCBITaxon:496413	Triaenodon obesus					https://en.wikipedia.org/wiki/Whitetip_reef_shark	whitetip reef shark	FDA SFL Common Name	shark	FDA SFL Acceptable Market Name		ITIS:160453	whitetip reef shark	shark	whitetip reef shark		Carcharias obesus	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:30493	Triakis semifasciata					https://en.wikipedia.org/wiki/Leopard_shark	leopard shark	FDA SFL Common Name	shark	FDA SFL Acceptable Market Name		ITIS:160448	leopard shark	shark	leopard shark			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:209540	Trichodon <bony fishes>			Trichodon spp.					sandfish	FDA SFL Acceptable Market Name				sandfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:642567	Triportheus albus						hatchetfish	FDA SFL Common Name	hatchetfish	FDA SFL Acceptable Market Name		ITIS:641786	hatchetfish	hatchetfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:870157	Triportheus elongatus						elongate hatchetfish	FDA SFL Common Name	hatchetfish	FDA SFL Acceptable Market Name		ITIS:641790	elongate hatchetfish	hatchetfish	elongate hatchetfish		Chalcinus elongatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:708463	Trophon geversianus					https://en.wikipedia.org/wiki/Trophon_geversianus	sea snail	FDA SFL Common Name	sea snail	FDA SFL Acceptable Market Name			sea snail	sea snail			Buccinum geversianum	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:63673	Turbo cornutus					https://en.wikipedia.org/wiki/Turbo_cornutus	top shell	FDA SFL Common Name	top shell	FDA SFL Acceptable Market Name			top shell	top shell			Batillus cornutus | Turbo (Batillus) cornutus | Turbo (Taeniaturbo) cornutus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:129077	Tylosurus crocodilus					https://en.wikipedia.org/wiki/Houndfish	houndfish	FDA SFL Common Name	houndfish	FDA SFL Acceptable Market Name	hound needlefish	ITIS:165577	houndfish	houndfish	hound needlefish		Belona crocodila | Strongylura gigantea	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:665594	Upeneichthys lineatus					https://en.wikipedia.org/wiki/Upeneichthys_lineatus	bluespotted goatfish	FDA SFL Common Name	goatfish	FDA SFL Acceptable Market Name	blue-lined goatfish	ITIS:169463	bluespotted goatfish	goatfish	blue-lined goatfish		Mullus surmuletus lineatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:461258	Upeneus parvus						dwarf goatfish	FDA SFL Common Name	goatfish	FDA SFL Acceptable Market Name	dwarf goatfish	ITIS:169441	dwarf goatfish	goatfish	dwarf goatfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:115430	Upeneus			Upeneus spp.		https://en.wikipedia.org/wiki/Upeneus			goldeye	FDA SFL Acceptable Market Name				goldeye				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1154667	Urophycis brasiliensis						brazilian hake	FDA SFL Common Name	hake	FDA SFL Acceptable Market Name	brazilian codling	ITIS:164738	brazilian hake	hake	brazilian codling		Phycis brasiliensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:183656	Urophycis chuss					https://en.wikipedia.org/wiki/Red_hake	red hake	FDA SFL Common Name	hake	FDA SFL Acceptable Market Name		ITIS:164730	red hake	hake	red hake		Blennius chuss | Phycis chuss	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:458613	Urophycis cirrata						gulf hake	FDA SFL Common Name	hake	FDA SFL Acceptable Market Name	gulf hake	ITIS:164735	gulf hake	hake	gulf hake		Phycis cirratus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:630691	Urophycis floridana						southern hake	FDA SFL Common Name	hake	FDA SFL Acceptable Market Name	southern codling	ITIS:164737	southern hake	hake	southern codling		Phycis floridanus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:630692	Urophycis regia					https://en.wikipedia.org/wiki/Urophycis_regia	spotted hake	FDA SFL Common Name	hake	FDA SFL Acceptable Market Name	spotted codling	ITIS:164731	spotted hake	hake	spotted codling		Blennius regius	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:78424	Uroteuthis chinensis					https://en.wikipedia.org/wiki/Uroteuthis_chinensis	mitre squid	FDA SFL Common Name	squid | calamari	FDA SFL Acceptable Market Name		ITIS:556152	mitre squid	squid or calamari			Loligo chinensis | Uroteuthis (Photololigo) chinensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:182664	Wattsia mossambica					https://en.wikipedia.org/wiki/Wattsia	mozambique large-eye bream	FDA SFL Common Name	bream	FDA SFL Acceptable Market Name		ITIS:550909	mozambique large-eye bream	bream	mozambique large-eye bream		Gnathodentex mossambicus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:133890	Xiphopenaeus kroyeri					https://en.wikipedia.org/wiki/Xiphopenaeus_kroyeri	atlantic seabob	FDA SFL Common Name	shrimp | seabob	FDA SFL Acceptable Market Name		ITIS:95750	atlantic seabob	shrimp or seabob				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:540279	Zapteryx exasperata					https://en.wikipedia.org/wiki/Banded_guitarfish	banded guitarfish	FDA SFL Common Name	guitarfish	FDA SFL Acceptable Market Name		ITIS:160826	banded guitarfish	guitarfish	banded guitarfish		Platyrhina exasperata	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:245696	Zenopsis conchifera						buckler dory	FDA SFL Common Name	dory	FDA SFL Acceptable Market Name		ITIS:166284	buckler dory	dory			Zenopsis conchifera | Zeus conchifer	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:94939	Zenopsis nebulosa					https://en.wikipedia.org/wiki/Mirror_dory	mirror dory	FDA SFL Common Name	dory	FDA SFL Acceptable Market Name		ITIS:166285	mirror dory	dory	mirror dory		Zenopsis nebulosa	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:8199	Zoarces americanus					https://en.wikipedia.org/wiki/Ocean_pout	ocean pout	FDA SFL Common Name	ocean pout	FDA SFL Acceptable Market Name	ocean pout	ITIS:630979	ocean pout	ocean pout	ocean pout		Macrozoarces americanus | Blennius americanus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:85428	Zosterisessor ophiocephalus					https://en.wikipedia.org/wiki/Grass_goby	grass goby	FDA SFL Common Name	emroldperche | goby	FDA SFL Acceptable Market Name	grass goby	ITIS:172086	grass goby	emroldperche or goby	grass goby		Gobius viridis | Gobius ophiocephalus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:2556126	Aristeomorpha foliacea						giant gamba prawn	FDA SFL Common Name	shrimp | prawn	FDA SFL Acceptable Market Name			giant gamba prawn	shrimp or prawn			Peneus foliacea | Aristeomorpha foliacea	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:545688	Cypselurus poecilopterus						yellow flying fish	FDA SFL Common Name	flyingfish	FDA SFL Acceptable Market Name	yellow-wing flyingfish	ITIS:165451	yellow flying fish	flyingfish	yellow-wing flyingfish		Exocoetus poecilopterus	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:110072	Hoplobatrachus rugulosus					https://en.wikipedia.org/wiki/Chinese_edible_frog	chinese edible frog	FDA SFL Common Name	frog	FDA SFL Acceptable Market Name	rugose frog	ITIS:774136	chinese edible frog	frog	rugose frog		Hoplobatrachus chinensis | Rana rugulosa | Rana chinensis | Rana tigrina rugulosa	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1328066	Mesocentrotus franciscanus					https://en.wikipedia.org/wiki/Red_sea_urchin	giant red sea urchin	FDA SFL Common Name	sea urchin	FDA SFL Acceptable Market Name			giant red sea urchin	sea urchin			Toxocidaris franciscana | Strongylocentrotus franciscanus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:316132	Schedophilus ovalis					https://en.wikipedia.org/wiki/Imperial_blackfish	oval driftfish	FDA SFL Common Name	imperial blackfish	FDA SFL Acceptable Market Name	imperial barrelfish	ITIS:642556	oval driftfish	imperial blackfish	imperial barrelfish		Centrolophus ovalis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:445225	Solenocera agassizii						kolibri shrimp	FDA SFL Common Name	shrimp	FDA SFL Acceptable Market Name		ITIS:95993	kolibri shrimp	shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:280675	Squilla mantis					https://en.wikipedia.org/wiki/Squilla_mantis	spot-tail mantis shrimp	FDA SFL Common Name	mantis shrimp	FDA SFL Acceptable Market Name		ITIS:99152	spot-tail mantis shrimp	mantis shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:94955	Umbrina cirrosa					https://en.wikipedia.org/wiki/Umbrina_cirrosa	corb	FDA SFL Common Name	drum	FDA SFL Acceptable Market Name	shi drum	ITIS:169307	corb	drum	shi drum		Sciaena cirrosa	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1211424	Metapenaeus monoceros					https://en.wikipedia.org/wiki/Metapenaeus_monoceros	speckled shrimp	FDA SFL Common Name	shrimp	FDA SFL Acceptable Market Name		ITIS:95850	speckled shrimp	shrimp				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:172907	Cirrhinus molitorella					https://en.wikipedia.org/wiki/Cirrhinus_molitorella	mud carp	FDA SFL Common Name	carp	FDA SFL Acceptable Market Name		ITIS:688897	mud carp	carp	mud carp		Cirrhina molitorella | Leuciscus molitorella	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:75356	Mylopharyngodon piceus					https://en.wikipedia.org/wiki/Black_carp	black carp	FDA SFL Common Name	carp	FDA SFL Acceptable Market Name		ITIS:639618	black carp	carp	black carp		Leuciscus piceus | Ctenopharyngodon piceus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:643419	Catlocarpio siamensis					https://en.wikipedia.org/wiki/Giant_barb	giant barb	FDA SFL Common Name	barb	FDA SFL Acceptable Market Name		ITIS:639576	giant barb	barb	giant barb			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:381606	Barbonymus gonionotus					https://en.wikipedia.org/wiki/Java_barb	tawes	FDA SFL Common Name	barb	FDA SFL Acceptable Market Name		ITIS:688444	tawes	barb			Barbus gonionotus | Puntius gonionotus | Barbodes gonionotus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:135764	Macquaria ambigua					https://en.wikipedia.org/wiki/Golden_perch	golden perch	FDA SFL Common Name	golden perch	FDA SFL Acceptable Market Name		ITIS:641895	golden perch	golden perch	golden perch		Plectoplites ambiguus | Datnia ambigua	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:215347	Epinephelus akaara					https://en.wikipedia.org/wiki/Hong_Kong_grouper	hong kong grouper	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name		ITIS:167756	hong kong grouper	grouper	hong kong grouper		Serranus akaara	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:443812	Xenobrama microlepis					https://en.wikipedia.org/wiki/Xenobrama_microlepis	golden pomfret	FDA SFL Common Name	pomfret	FDA SFL Acceptable Market Name		ITIS:646082	golden pomfret	pomfret				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1484357	Hyperoplus immaculatus						greater sand-eel	FDA SFL Common Name	sandeel	FDA SFL Acceptable Market Name		ITIS:171683	greater sand-eel	sandeel	greater sand-eel		Ammodytes immaculatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:163133	Oplegnathus			Oplegnathus spp.		https://en.wikipedia.org/wiki/Oplegnathus	knifejaw	FDA SFL Common Name	knifejaw	FDA SFL Acceptable Market Name			knifejaw	knifejaw				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:43258	Sillago japonica					https://en.wikipedia.org/wiki/Japanese_whitingg	japanese sillago	FDA SFL Common Name	whiting	FDA SFL Acceptable Market Name		ITIS:646047	japanese sillago	whiting	japanese sillago			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:508657	Hyperoplus lanceolatus					https://en.wikipedia.org/wiki/Great_sand_eel	great sandeel	FDA SFL Common Name	sandeel	FDA SFL Acceptable Market Name	great sand-eel	ITIS:171682	great sandeel	sandeel	great sand-eel		Ammodytes lanceolatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:94237	Mola mola					https://en.wikipedia.org/wiki/Ocean_sunfish	ocean sunfish	FDA SFL Common Name	ocean sunfish	FDA SFL Acceptable Market Name		ITIS:173414	ocean sunfish	ocean sunfish	ocean sunfish		Tetraodon mola	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1311505	Zebrasoma veliferum					https://en.wikipedia.org/wiki/Sailfin_tang	sailfin tang	FDA SFL Common Name	tang	FDA SFL Acceptable Market Name		ITIS:172315	sailfin tang	tang	sailfin tang		Zebrasoma veliferum | Acanthurus velifer	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:81384	Polymixia			Polymixia spp.		https://en.wikipedia.org/wiki/Polymixia	beardfish	FDA SFL Common Name	beardfish	FDA SFL Acceptable Market Name			beardfish	beardfish				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:997973	Oxycheilinus arenatus						blackstripe wrasse	FDA SFL Common Name	wrasse	FDA SFL Acceptable Market Name	speckled maori wrasse	ITIS:614055	blackstripe wrasse	wrasse	speckled maori wrasse		Cheilinus arenatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:212795	Hyporthodus quernus					https://en.wikipedia.org/wiki/Hawaiian_grouper	hawaiian grouper	FDA SFL Common Name	grouper	FDA SFL Acceptable Market Name			hawaiian grouper	grouper	hawaiian grouper		Epinephelus quernus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:229119	Chrysiptera glauca						sombre damselfish	FDA SFL Common Name	damselfish	FDA SFL Acceptable Market Name	grey demoiselle	ITIS:613229	sombre damselfish	damselfish	grey demoiselle		Glyphisodon glaucus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:13763	Xyrichtys			Xyrichtys spp.		https://en.wikipedia.org/wiki/Xyrichtys	razor wrasse	FDA SFL Common Name	wrasse	FDA SFL Acceptable Market Name			razor wrasse	wrasse				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:392545	Sphyraena japonica						japanese barracuda	FDA SFL Common Name	barracuda	FDA SFL Acceptable Market Name		ITIS:170439	japanese barracuda	barracuda	japanese barracuda			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:12913	Acanthurus nigrofuscus					https://en.wikipedia.org/wiki/Acanthurus_nigrofuscus	brown surgeonfish	FDA SFL Common Name	surgeonfish	FDA SFL Acceptable Market Name		ITIS:172266	brown surgeonfish	surgeonfish	brown surgeonfish		Chaetodon nigrofuscus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1484166	Acanthurus gahhm					https://en.wikipedia.org/wiki/Acanthurus_gahhm	dusky surgeonfish	FDA SFL Common Name	surgeonfish	FDA SFL Acceptable Market Name		ITIS:172273	dusky surgeonfish	surgeonfish			Chaetodon nigrofuscus gahhm	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:238052	Acanthurus nubilus					https://en.wikipedia.org/wiki/Acanthurus_nubilus	bluelined surgeon	FDA SFL Common Name	tang <u>or</u> surgeonfish	FDA SFL Acceptable Market Name		ITIS:623235	bluelined surgeon	tang <u>or</u> surgeonfish	bluelined surgeon		Hepatus nubilus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:50731	Abudefduf saxatilis					https://en.wikipedia.org/wiki/Sergeant_major_(fish)	sergeant-major	FDA SFL Common Name	sergeant-major	FDA SFL Acceptable Market Name		ITIS:170046	sergeant-major	sergeant-major	sergeant major		Chaetodon saxatilis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:150449	Aulostomus maculatus					https://en.wikipedia.org/wiki/Aulostomus_maculatus	atlantic trumpetfish	FDA SFL Common Name	trumpetfish	FDA SFL Acceptable Market Name		ITIS:166411	atlantic trumpetfish	trumpetfish	trumpetfish			FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:398654	Pontinus macrocephalus						large-headed scorpionfish	FDA SFL Common Name	scorpionfish	FDA SFL Acceptable Market Name		ITIS:166805	large-headed scorpionfish	scorpionfish			Sebastes macrocephalus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1910901	Lutjanus goreensis						pink snapper	FDA SFL Common Name	snapper	FDA SFL Acceptable Market Name		ITIS:550934	<i>pink snapper</i>	snapper			Mesoprion goreensis	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:753643	Acanthurus achilles					https://en.wikipedia.org/wiki/Acanthurus_achilles	redtail surgeonfish	FDA SFL Common Name	surgeonfish | tang	FDA SFL Acceptable Market Name	achilles tang	ITIS:172261	redtail surgeonfish	surgeonfish or tang	achilles tang		Teuthis achilles | Hepatus achilles	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:156228	Ranina ranina					https://en.wikipedia.org/wiki/Ranina_ranina	spanner crab	FDA SFL Common Name	spanner crab | kona crab	FDA SFL Acceptable Market Name		ITIS:98409	spanner crab	crab, spanner or kona crab				FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:1508078	Pristipomoides zonatus						oblique-banded snapper	FDA SFL Common Name	jobfish | snapper	FDA SFL Acceptable Market Name		ITIS:168919	oblique-banded snapper	jobfish or snapper	oblique-banded snapper		Serranus zonatus | Tropidinius zonatus	FDA Seafood List 2021	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:179362	Carangoides otrynter					https://en.wikipedia.org/wiki/Threadfin_jack	threadfin jack	FDA SFL Common Name	threadfin | jack	FDA SFL Acceptable Market Name		ITIS:641957	threadfin jack	threadfin or jack	threadfin jack		Caranx otrynter	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:652446	Mulloidichthys flavolineatus						yellowstripe goatfish	FDA SFL Common Name	goatfish	FDA SFL Acceptable Market Name	yellowstripe goatfish	ITIS:169409	yellowstripe goatfish	goatfish	yellowstripe goatfish		Mullus flavolineatus | Upeneus flavolineatus | Mulloides flavolineatus | Parupeneus flavolineatus	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
NCBITaxon:529104	Stolephorus commersonnii					https://en.wikipedia.org/wiki/Stolephorus_commersonnii	teri anchovy	FDA SFL Common Name	anchovy	FDA SFL Acceptable Market Name	commerson's anchovy	ITIS:615814	teri anchovy	anchovy	commerson's anchovy		Stolephorus commersonii | Anchoviella commersonii | Anchoviella commersoni	FDA Seafood List 2021 | Genome Tracker	https://orcid.org/0000-0001-5275-8866 
