?class	?label	?syn_type
<http://purl.obolibrary.org/obo/FOODON_00002749>	"brown bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002751>	"cranberry bean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002752>	"bean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002752>	"dried bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002753>	"bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002753>	"bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002757>	"adzuki bean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002758>	"adzuki bean (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002760>	"pigeon pea (dried, split)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002760>	"arhar"@hi	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002760>	"toor dal"@hi	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002760>	"तूर दाल"@hi	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002760>	"तूर"@mi	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002760>	"tur"@mr	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002761>	"haricot bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002761>	"kidney bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002761>	"kidney bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002763>	"dry bean pod"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002764>	"shell bean pod"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002765>	"bean pod"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002770>	"'hyacinth bean (whole, dried)'"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002771>	"hyacinth bean pod"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002774>	"garbanzo bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002774>	"garbanzo bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002775>	"bambara groundnut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002775>	"bambara groundnut (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002775>	"ground-bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002775>	"hog-peanut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002777>	"chopped"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002777>	"cut"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002777>	"food (chopped)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002778>	"jack bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002778>	"jack bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002781>	"pigeon pea"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002781>	"pigeon pea (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002783>	"soybean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002784>	"edamame shelled"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002784>	"soybean (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002785>	"marrow bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002785>	"marrow bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002786>	"tericopelo bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002786>	"velvet bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002786>	"velvet bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002786>	"tericopelo bean"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002788>	"bambara groundnut (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002789>	"chickpea (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002790>	"winged bean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002791>	"vetch seed"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002791>	"vetch seed (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002793>	"red banana plant (genus Musa)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002794>	"red banana (genus Musa, whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002795>	"red Abyssinian banana (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002806>	"moth bean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002807>	"black gram bean (whole, dried)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002810>	"winged bean (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002811>	"broad bean pod"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002811>	"fava bean pod"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002812>	"edible bean pod"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002814>	"Ikijime|活き締め|活け締め"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002814>	"ikajime"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002816>	"lima bean (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002817>	"moth bean (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002818>	"broad bean (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"Carica pubescens"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"Vasconcellea pubescens"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"chamburo"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"mountain papaya"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"mountain papaya plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"mountain pawpaw"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002838>	"papayuelo"@es	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002842>	"Bartlett pear plant"@en	"narrow synonym"
<http://purl.obolibrary.org/obo/FOODON_00002842>	"Williams bon chrétien pear plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002842>	"Williams pear plant"@en	"narrow synonym"
<http://purl.obolibrary.org/obo/FOODON_00002843>	"Bartlett pear"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002843>	"Williams bon chrétien pear"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002843>	"Williams pear (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002852>	"Granny Smith apple tree"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002853>	"Granny Smith apple (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002853>	"granny smith apple"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002861>	"Fuji apple tree"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002862>	"Fuji apple (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002862>	"fiji apple"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002863>	"Blaufränkisch grape plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002863>	"Blauer Limberger"@ge	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002863>	"Blaufränkisch grape"@ge	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002863>	"Blue Limberger"@ge	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002863>	"lemberger"@ge	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002868>	"Mourvèdre grape plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002868>	"Mourvèdre grape | Mataró | Monastrell"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002868>	"Monastrell"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002886>	"synbiotic claim or use"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002887>	"yellow bean plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002889>	"black bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002889>	"black turtle bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002889>	"black turtle bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002890>	"bittern"@en	"narrow synonym"
<http://purl.obolibrary.org/obo/FOODON_00002890>	"egret"@en	"narrow synonym"
<http://purl.obolibrary.org/obo/FOODON_00002890>	"heron"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002894>	"rock lobster tail"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002899>	"goby"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002900>	"scad"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002901>	"Trachinotus blochii"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002901>	"asian pompano"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002901>	"golden pompano"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002903>	"Cyclocheilichthys enoplos (Bleeker, 1849)"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002903>	"Soldier river barb"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002904>	"roter fusilier"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002905>	"sillago"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002906>	"Micronema bleekeri"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002906>	"Whisker Sheat"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002906>	"whisker sheatfish"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002907>	"Clarias batrachus"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002907>	"hito fish"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002907>	"walking catfish"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002907>	"Hito"@tl-ph	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002908>	"yellowtail"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002908>	"yellowtail fish"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002909>	"yellow hito"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002914>	"fish, spariform"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002914>	"Spariformes"@swg	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002915>	"Nemipteridae"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002915>	"false snapper"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002915>	"threadfin bream family"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002915>	"whiptail bream"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002916>	"Nemipterus virgatus"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002916>	"golden threadfin bream"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002917>	"gorilla"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002918>	"chickpea plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002921>	"green cabbage head"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002921>	"green cabbage head"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002922>	"red cabbage head"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002923>	"Amomum subulatum"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002923>	"black cardamom plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002923>	"hill cardamom"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002928>	"heirloom tomato"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002928>	"heirloom tomato (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002928>	"heritage tomato"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002934>	"green sea urchin"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002937>	"graviola"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002937>	"guyabano"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002937>	"soursop"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002937>	"soursop (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002937>	"guanábana"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002942>	"parsley"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002942>	"parsley leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002942>	"parsley leaf (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002943>	"Jersey cattle"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002943>	"Jersey cow"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002950>	"Elops saurus"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002950>	"ladyfish"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002950>	"tenpounder"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002955>	"lemur"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002961>	"chia"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002961>	"chia seed"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002961>	"chia seed (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002962>	"poult"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002965>	"Centratherum anthelminticum"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002965>	"Kaali Jeeri"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002965>	"Kali Jeeri"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002965>	"Kalijiri"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002965>	"bitter cumin"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"African jointfir plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"Gnetum africanum"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"KoKo"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"afang"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"eru"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"fumbua"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"m’fumbua"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"okok"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"ukase"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002967>	"wild spinach"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"Gnetum africanum leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"afang leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"african jointfir leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"eru leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"fumbua leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"okazi leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"okazi leaf (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"okok leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"spinach"@en	"broad synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"ukazi leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002968>	"wild spinach leaf"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"Gnetum africanum tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"afang tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"african jointfir tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"eru tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"gnetum africanum tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"okazi root tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"okazi tuber"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002969>	"ukazi tuber"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002972>	"Minneiska apple tree"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002972>	"Tango apple tree"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002973>	"Minneiska"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002973>	"SweeTango"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002973>	"Tango apple (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002980>	"Dominican gull"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002980>	"Larus dominicanus"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002980>	"kelp gull"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002981>	"butternut squash"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002981>	"butternut squash (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002982>	"hass avocado"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002983>	"Ají dulce pepper plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002983>	"'ají gustoso"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002983>	"Ají dulce"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002983>	"ajicito"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002983>	"ají cachucha"@es	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002988>	"white nectarine tree"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002996>	"Cirrhinus cirrhosus"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002996>	"mrigal carp"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00002996>	"white carp"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00002997>	"okapi"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003001>	"cutlet"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003002>	"boa"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"Hawaii nut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"Queensland nut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"bauple"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"bauple nut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"boombera"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"bush nut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"gyndl"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"jindilli"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"macadamia"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"macadamia nut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"macadamia nut (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003003>	"maroochi nut"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003004>	"animal"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003008>	"red currant"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003008>	"red currant (whole, raw)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003008>	"redcurrant"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003009>	"Japanese pumpkin plant"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003009>	"kabocha squash plant"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003010>	"Nankin cherry"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003011>	"wax bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003011>	"wax bean (whole)"@en	"label"
<http://purl.obolibrary.org/obo/FOODON_00003011>	"yellow bean"@en	"exact synonym"
<http://purl.obolibrary.org/obo/FOODON_00003011>	"yellow wax bean"@en	"exact synonym"
